1	0	3078282	1	0.13814258087372686	ng_v1
1	0	2635122	2	0.05840343989842558	ng_v1
1	0	2737775	3	0.05637059505621574	ng_v1
1	0	3632172	4	0.05164822457736824	ng_v1
1	0	3537269	5	0.049836177842418	ng_v1
1	0	3199072	6	0.040071186443437413	ng_v1
1	0	3259311	7	0.03986463697043693	ng_v1
1	0	1852545	8	0.030593371323536588	ng_v1
1	0	2443793	9	0.029806511373464985	ng_v1
1	0	2254639	10	0.024376549032457877	ng_v1
1	0	2518380	11	0.02304072131565454	ng_v1
1	0	130966	12	0.022363576908871988	ng_v1
1	0	2887806	13	0.018680236267990154	ng_v1
1	0	2559826	14	0.01652449579283131	ng_v1
1	0	2567299	15	0.01584018862148878	ng_v1
1	0	2244628	16	0.015430651497192095	ng_v1
1	0	3420498	17	0.013973605708502935	ng_v1
1	0	2729419	18	0.011685210329796183	ng_v1
1	0	2232040	19	0.011627217592198246	ng_v1
1	0	2572586	20	0.008944568131405014	ng_v1
1	0	3461630	21	0.008584942355028848	ng_v1
1	0	2267791	22	0.00849155929184571	ng_v1
1	0	3150839	23	0.008116788612552436	ng_v1
1	0	3444845	24	0.007916126548072507	ng_v1
1	0	2609891	25	0.006443192054081573	ng_v1
1	0	1858696	26	0.005898139372511485	ng_v1
1	0	2627179	27	0.00561131665140899	ng_v1
1	0	2994656	28	0.004750498494631499	ng_v1
1	0	2254469	29	0.00463168819551414	ng_v1
1	0	3782364	30	0.004294962810237255	ng_v1
1	0	2627525	31	0.004179256603210295	ng_v1
1	0	1994002	32	0.003671746249127614	ng_v1
1	0	3356124	33	0.0031203208480408994	ng_v1
1	0	3710774	34	0.0029319754969260635	ng_v1
1	0	2364167	35	0.0027600561450855836	ng_v1
1	0	2828440	36	0.0026617513861219035	ng_v1
1	0	3661963	37	0.002449347435972871	ng_v1
1	0	1794449	38	0.002399496142948878	ng_v1
1	0	2567289	39	0.0018491445749967772	ng_v1
1	0	1468413	40	0.0018216864914579146	ng_v1
1	0	1936313	41	0.0016563485898836159	ng_v1
1	0	1853078	42	0.0014178210073669396	ng_v1
1	0	3337801	43	0.0011213758650375008	ng_v1
1	0	3806164	44	0.0009867309559529532	ng_v1
1	0	3368296	45	0.0009289859700188916	ng_v1
1	0	1891278	46	0.0007655119388367665	ng_v1
1	0	2246105	47	0.0007354041468021044	ng_v1
1	0	2567096	48	0.000508290324630789	ng_v1
1	0	1976608	49	0.0004952150249255057	ng_v1
1	0	2496697	50	0.00019825270854557461	ng_v1
1	0	1964547	51	0.00011904138276626163	ng_v1
1	0	1942180	52	8.03004120972495e-05	ng_v1
1	0	3666422	53	1.759397552018042e-05	ng_v1
2	0	2567299	1	0.034496640562089634	ng_v1
2	0	2559826	2	0.031489066992344564	ng_v1
2	0	2254639	3	0.021566181493767846	ng_v1
2	0	2246105	4	0.021110557885639893	ng_v1
2	0	2254469	5	0.019413988748471982	ng_v1
2	0	3661963	6	0.018789638658244023	ng_v1
2	0	3078282	7	0.01876253661231637	ng_v1
2	0	2737775	8	0.014262835637403782	ng_v1
2	0	3150839	9	0.011688564888066378	ng_v1
2	0	130966	10	0.011014521329005272	ng_v1
2	0	2443793	11	0.01077842195657775	ng_v1
2	0	2518380	12	0.009218596690264915	ng_v1
2	0	2887806	13	0.009011811931696612	ng_v1
2	0	2567289	14	0.008256197395037745	ng_v1
2	0	1852545	15	0.007825487908613798	ng_v1
2	0	2627179	16	0.007750461838197454	ng_v1
2	0	2635122	17	0.007628999880477026	ng_v1
2	0	3199072	18	0.007000172355520422	ng_v1
2	0	1936313	19	0.006496633257178568	ng_v1
2	0	2496697	20	0.00608354765886112	ng_v1
2	0	3806164	21	0.005976229461813901	ng_v1
2	0	1468413	22	0.005794388132963605	ng_v1
2	0	2232040	23	0.005563288602352814	ng_v1
2	0	2994656	24	0.004552002301558378	ng_v1
2	0	3259311	25	0.004263856822775905	ng_v1
2	0	3710774	26	0.0041374679537684155	ng_v1
2	0	3420498	27	0.004110624703259626	ng_v1
2	0	2567096	28	0.0039828515385683045	ng_v1
2	0	2627525	29	0.003940289289055845	ng_v1
2	0	3356124	30	0.0039328351095782475	ng_v1
2	0	2244628	31	0.003880321023993202	ng_v1
2	0	3782364	32	0.003302669882162022	ng_v1
2	0	1794449	33	0.002881601776855848	ng_v1
2	0	2828440	34	0.0022633275327277372	ng_v1
2	0	2729419	35	0.0022587050860225855	ng_v1
2	0	3368296	36	0.0021789212526509625	ng_v1
2	0	1891278	37	0.0020600861686065454	ng_v1
2	0	3537269	38	0.0014814098146190135	ng_v1
2	0	3632172	39	0.0014735089130189928	ng_v1
2	0	1976608	40	0.0010418453502201838	ng_v1
2	0	2572586	41	0.0010210149910391023	ng_v1
2	0	2267791	42	0.0009554906753102394	ng_v1
2	0	3461630	43	0.0008871524713994013	ng_v1
2	0	2609891	44	0.0005528930469893642	ng_v1
2	0	3444845	45	0.000515703029881835	ng_v1
2	0	1994002	46	0.0003648071577207888	ng_v1
2	0	2364167	47	0.00013133552383637516	ng_v1
2	0	3666422	48	0.0001214352209423434	ng_v1
2	0	3337801	49	0.0001006106180616338	ng_v1
2	0	1853078	50	9.550957352186648e-05	ng_v1
2	0	1858696	51	6.39456670978554e-05	ng_v1
2	0	1964547	52	5.4010756667052325e-05	ng_v1
2	0	1942180	53	5.0023735179330566e-05	ng_v1
2	0	1866702	54	4.92359277094318e-05	ng_v1
3	0	2567299	1	0.09384638469450776	ng_v1
3	0	2518380	2	0.08407259815287293	ng_v1
3	0	2635122	3	0.05829876871884615	ng_v1
3	0	2627525	4	0.04315007876093732	ng_v1
3	0	3150839	5	0.04193893066552373	ng_v1
3	0	2254639	6	0.0409793112687265	ng_v1
3	0	2887806	7	0.040359146566035585	ng_v1
3	0	3259311	8	0.033020999161413656	ng_v1
3	0	2244628	9	0.029863824216364864	ng_v1
3	0	3356124	10	0.023136023362886254	ng_v1
3	0	3710774	11	0.018122695130760716	ng_v1
3	0	3806164	12	0.015561151367139685	ng_v1
3	0	2627179	13	0.015168001801748772	ng_v1
3	0	3078282	14	0.014659756608295329	ng_v1
3	0	3444845	15	0.013363018013654046	ng_v1
3	0	3199072	16	0.012609572486078247	ng_v1
3	0	2559826	17	0.012022125728975406	ng_v1
3	0	2737775	18	0.011102861945431863	ng_v1
3	0	2828440	19	0.008590619640943993	ng_v1
3	0	1852545	20	0.008349875896917732	ng_v1
3	0	2496697	21	0.007561605532189259	ng_v1
3	0	1794449	22	0.00746874716603686	ng_v1
3	0	130966	23	0.007313812388963234	ng_v1
3	0	2267791	24	0.006702568401247609	ng_v1
3	0	1936313	25	0.0066980307810192135	ng_v1
3	0	2572586	26	0.006589061386725379	ng_v1
3	0	2729419	27	0.005041581086694687	ng_v1
3	0	2609891	28	0.004598704914361454	ng_v1
3	0	2232040	29	0.004297916860267771	ng_v1
3	0	3782364	30	0.004225973711984277	ng_v1
3	0	3661963	31	0.004197904685019752	ng_v1
3	0	3461630	32	0.004160703799614231	ng_v1
3	0	3368296	33	0.003770961381586042	ng_v1
3	0	2567289	34	0.0035128486809479914	ng_v1
3	0	1942180	35	0.0029995790476770676	ng_v1
3	0	3537269	36	0.002677365025742617	ng_v1
3	0	2994656	37	0.002631112821315699	ng_v1
3	0	2254469	38	0.0024002920155657415	ng_v1
